,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
9387,7.259,280,2013-10-04,154120,131,False,4000000,zh,11.25,"Drama, Crime, Action","Office Kitano, Xstream Pictures, Shanghai Film Group, Shanxi Film & Television Group, Bandai Visual, Bitters End, MK2 Films","China, France, Japan","Cantonese, Mandarin, English","bureaucracy, china, alienation, rifle, anthology, displacement, humiliation, modern china, decadence, embezzlement, return of son, anomie, true events",-3845880,-24.95380223202699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
9398,6.0,280,2006-12-08,21949234,90,False,26000000,en,13.647,"Comedy, Family","Warner Bros. Pictures, Village Roadshow Pictures, The Donners' Company",United States of America,English,"holiday, christmas tree, christmas",-4050766,-0.18455158845178835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9405,5.45,280,1994-04-08,2260622,85,False,2000000,en,18.194,"Comedy, Horror",Planet Productions,United States of America,English,"sequel, leprechaun, slasher",260622,0.11528773939207881,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
9408,6.293,280,1984-09-21,4389334,95,False,2000000,en,12.935,"Horror, Fantasy","Palace Pictures, ITC Entertainment, Cannon Group, Film4 Productions",United Kingdom,English,"dream, grandparent grandchild relationship, wolf, fairy tale, werewolf, grandmother, red riding hood, dark fairy tale, dark forest",2389334,0.5443500084523073,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9413,7.007,279,1957-05-29,2000000,130,False,2100000,en,11.964,"Comedy, Romance","Billy Wilder Productions, Allied Artists Pictures",United States of America,"English, French","hotel, paris, france, based on novel or book, romantic comedy, playboy, love, private detective, ritz hotel",-100000,-0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
9416,5.839,279,2009-08-21,28972508,89,False,40000000,en,11.649,"Family, Fantasy, Comedy","Troublemaker Studios, Imagenation Abu Dhabi FZ, MRC","United Arab Emirates, United States of America",English,,-11027492,-0.3806191718024549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9417,6.839,279,2008-12-10,1192655,81,False,200000,en,8.363,Drama,"Glass Eye Pix, filmscience, Washington Square Films, Field Guide Films, Oscilloscope",United States of America,English,"friendship, oregon, usa, survival, scar, dog, family, broken down car, woman director, journey, mysterious past",992655,0.8323069118898592,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9425,6.95,279,2018-03-16,585333,87,False,6000000,en,19.472,"Crime, Drama, Family","Blumhouse Productions, Symbolic Exchange","United Arab Emirates, United States of America",English,"dog, reboot, benji",-5414667,-9.250575313539473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9428,5.991,279,2022-06-15,2329813,74,False,4340000,fr,11.996,"Comedy, Drama","Diaphana Films, WTFilms, Atelier de Production, ARTE France Cinéma",France,French,time travel,-2010187,-0.8628104487355852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
9429,6.253,279,1998-03-20,52100000,143,False,65000000,en,10.558,Drama,"Mutual Film Company, Universal Pictures","France, Germany, Japan, United Kingdom, United States of America",English,"usa president, the white house, presidential election, new hampshire, scandal, extramarital affair, presidential candidate",-12900000,-0.2476007677543186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9430,6.183,279,2002-12-14,12150301,118,False,15000000,en,9.069,"Crime, Drama, Thriller, Action","Intermedia Films, IM Filmproduktion, Cosmic Picture, Alphaville Films, United Artists, Metro-Goldwyn-Mayer, Senator International","Germany, United Kingdom, United States of America",English,"police brutality, corruption, ghetto, street war, hold-up robbery, moral conflict, special unit, riot, police everyday life, cop, los angeles, california, family, urban setting",-2849699,-0.23453731722366383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1
9432,4.991,279,2009-08-21,6414729,89,False,15000000,en,14.272,"Comedy, Drama","The Montecito Picture Company, Dune Entertainment, Cold Spring Pictures, Fox Atomic",United States of America,English,"career, family, unemployment, woman director, graduation speech",-8585271,-1.3383684642016833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
9434,6.91,279,1992-12-11,5377643,90,False,4000000,en,7.567,"Drama, Fantasy","Mikado Film, Adventure Pictures, Rio, Sigma Pictures, Lenfilm","France, Italy, Netherlands, Russia, United Kingdom","English, French, Russian, Turkish","london, england, based on novel or book, queen elizabeth i, breaking the fourth wall, androgyny, woman director, nobleman, women's rights, ottoman empire",1377643,0.2561797054955117,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9437,5.594,279,2004-02-06,16951702,92,False,18000000,en,11.963,"Family, Action, Adventure","Fox 2000 Pictures, Mad Chance, Mediastream Dritte Film GmbH & Co. Beteiligungs KG, Splendid Productions, Nimbus Film, 20th Century Fox","Denmark, United States of America",English,"spy, genius, remake, juvenile delinquent, bank robbery, interracial friendship",-1048298,-0.0618402801087466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
9438,5.695,279,1983-06-24,33759266,98,False,6500000,en,10.117,Comedy,"Simon Reeves Landsburg Productions, 20th Century Fox","Canada, United States of America",English,"ku klux klan, lust, religious fundamentalism, teaching, misadventure, duringcreditsstinger",27259266,0.807460268834044,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9440,5.878,278,2012-08-31,1243961,85,False,850000,en,12.146,"Comedy, Drama",AdScott Pictures,United States of America,English,"crude humor, best friend, phone sex, innuendo, dirty joke",393961,0.3166988354136504,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
9448,6.948,278,1932-05-25,2594000,112,False,700000,en,11.747,"Drama, Romance",Metro-Goldwyn-Mayer,United States of America,English,"hotel, card game, burglar, stolen money, based on play or musical, industrialist, baron, dying man, murder, tragic love, black and white, conscience, jewel thief, pre-code, merger, public humiliation, revolving door, dachshund, stenographer, flirtation, prima ballerina, bookkeeper",1894000,0.7301464919043947,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
9456,6.651,278,2000-09-06,10994533,122,False,6000000,en,10.022,"Drama, Romance","Zeke Productions, Fred Berner Films",United States of America,English,"painting, artist, success, painter, biography, relationship problems, alcoholism, falling in love, expressionism, 1940s, art exhibition, jackson pollock",4994533,0.4542742288371866,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
9461,6.617,278,1994-09-10,382928,93,False,700000,en,9.171,"Crime, Comedy","Trimark Pictures, Cineville",United States of America,English,"career, kidnapping, manipulation, dark comedy, satire, punishment, revenge, hollywood, los angeles, california, humiliation, disgruntled worker, verbal abuse, studio executive, movie producer, evil boss",-317072,-0.8280198888563908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9463,5.917,277,1976-08-13,4200000,108,False,2500000,en,16.17,"Action, Adventure, Science Fiction, Thriller",American International Pictures,United States of America,English,"android, journalist, clone, killer robot, robot as menace, reporter, doppelgänger, world domination",1700000,0.40476190476190477,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
9464,6.8,277,1988-06-01,2000000,161,False,9000000,en,13.133,"Drama, Music","Warner Bros. Pictures, Malpaso Productions",United States of America,English,"jazz, heroin, saxophone, biography, psychiatric hospital, heroin addict, electroconvulsive therapy, death of daughter, bebop, eiffel tower, paris, 1950s",-7000000,-3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
9466,5.69,277,2009-02-05,4388563,105,False,25000000,en,9.708,Thriller,"Aramid Entertainment Fund, Autonomous Films, Foresight Unlimited, Government of Saudi Arabia, Signature Entertainment, RKO Pictures LLC",United States of America,English,"reporter, criminal",-20611437,-4.696625524118032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9468,5.933,277,2013-08-09,19799759,90,False,22000000,en,11.858,"Animation, Adventure","Audiovisual Aval SGR, Atresmedia, Aliwood Mediterráneo Producciones, Gobierno de Cantabria, Consejería de Cultura, Turismo y Deporte, Kandor Graphics, ICO, Out Of The Box Features, Timeless Films","Spain, United Kingdom",English,"army, kingdom, bravery, honor, knight, dragon, valor, wizard, quest",-2200241,-0.1111246354059158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9471,6.005,277,2012-08-27,37470,98,False,4000000,en,12.974,"Action, Comedy, Crime","Lleju Productions, State Street Pictures",United States of America,"Spanish, English","fight, gas station, anti hero, midnight movie, murder, mute, shootout, motorcycle gang, brawl, painted face, face paint, pantyless",-3962530,-105.75206832132372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
9475,3.668,277,2012-12-06,3377891,101,False,5000000,en,8.703,Horror,1303 Productions,"United States of America, Canada",English,,-1622109,-0.48021354152635476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9479,6.654,276,2014-05-30,3430018,112,False,12700000,en,11.979,Comedy,"Morag Loves Company, Max Films",Canada,English,"newfoundland and labrador, doctor, bribery, new job, scheming, ruse, hospitality",-9269982,-2.702604476128114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9480,5.871,276,2009-09-07,5024782,90,False,15000000,en,15.7,"Comedy, Drama, Romance","Paul Schiff Productions, Smartest Man Productions, Millennium Media",United States of America,English,"infidelity, bankrupt, loneliness, family drama",-9975218,-1.985204134229107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
9489,7.147,276,2001-06-27,29381649,130,False,16000000,en,13.825,"Crime, Drama, Romance, Thriller","New Deal Productions, Columbia Pictures",United States of America,English,"bootlegger, single parent, intolerance, fistfight, condom, stepfather, womanizer, thief, domestic violence, gunfight, los angeles, california, physical abuse, ex-con, selfishness, passive aggression, fatherhood, convicted felon, south central los angeles",13381649,0.4554424089675838,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
9490,6.269,276,2016-09-15,11239,95,False,2000000,en,10.698,"Crime, Drama, Thriller","Sataifilm, Know Rules Media, Brillstein Entertainment Partners, West on Wilshire","Canada, Kazakhstan, Hong Kong, Thailand, United States of America",English,"hacker, black market, fbi, hustler, based on true story, identity theft, financial market, trading",-1988761,-176.95177506895632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
9491,6.215,276,2010-01-21,15134293,105,False,31000000,en,12.608,Drama,"Double Feature Films, CBS Films",United States of America,English,"hereditary disease, university research",-15865707,-1.0483282568931367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9493,6.942,276,2007-08-26,27,90,False,1500000,nl,7.423,Drama,MMG Film & TV Production,Belgium,Dutch,"underdog, video game, virtual reality, autism, games, mobbing, asperger's syndrome, school life",-1499973,-55554.555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9496,5.613,275,2014-03-25,10429707,98,False,5000000,en,10.675,Comedy,"TriStar Pictures, Provident Films, Pure Flix Entertainment, Affirm Films, FourBoys Entertainment",United States of America,English,"husband wife relationship, parent child relationship, stress, parenthood, parenting, duringcreditsstinger",5429707,0.5206001472524587,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9498,6.089,275,1989-11-17,60864870,116,False,30000000,en,19.398,"Comedy, Crime, Drama","Paramount, Eddie Murphy Productions",United States of America,"English, Russian","corruption, police, nightclub, rivalry, friends, hoodlum, nightclub owner, harlem, new york city, 1920s",30864870,0.5071048373224161,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
9502,6.7,275,1950-02-23,1900000,110,False,1450000,en,9.826,Thriller,Warner Bros. Pictures,United Kingdom,English,"london, england, based on novel or book, lover, black and white, maid, doll, extramarital affair, impersonation, london theater district, stage performance, accused of murder, shooting gallery, stage actress",450000,0.23684210526315788,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9504,6.196,275,2003-06-13,55443032,84,False,25000000,en,19.905,"Animation, Family, Adventure, Comedy","Nickelodeon Movies, Klasky-Csupo, Paramount",United States of America,English,,30443032,0.5490867093992984,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9507,6.813,275,2019-12-04,7201952,117,False,13000000,fr,9.194,"Comedy, Drama","Chapter 2, Pathé, M6 Films, CN8 Productions, Belga Productions, Onyx Films, Fargo Films","Belgium, France",French,"friendship, friends, misunderstanding",-5798048,-0.805066182057309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
9512,6.615,275,2015-12-18,61000000,158,False,26000000,hi,7.286,"Crime, Action, Comedy","Red Chillies Entertainment, Rohit Shetty Productionz",India,"Hindi, English",mafia,35000000,0.5737704918032787,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
9514,7.631,275,1994-09-12,7830611,174,False,700000,en,6.954,Documentary,"Fine Line Features, Kartemquin Films",United States of America,English,"chicago, illinois, sports, narration, ghetto, college, basketball, high school sports, inner city, high school student",7130611,0.9106072310321633,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9517,7.1,275,1958-06-11,20311,115,False,5000000,en,18.144,"Action, Adventure, History","Brynaprod S.A., Curtleigh Productions, United Artists","Switzerland, United States of America",English,"epic, ship, based on novel or book, falcon, scandinavia, viking, norway, slave, technicolor, northumberland, wolves, 9th century",-4979689,-245.17202501107775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9518,6.871,275,2014-02-28,67800064,138,False,22000000,en,17.406,Drama,"Hearst Entertainment Productions, LightWorkers Media, 20th Century Fox",United States of America,"English, Hebrew","christianity, crucifixion, bible, biography, resurrection, torture, jesus christ, christian film",45800064,0.6755165304858709,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9521,5.883,274,2014-01-30,34592118,128,False,26000000,ru,15.448,"Thriller, Adventure, Mystery, Fantasy, Horror, Science Fiction","Russian Film Group, Marinsgroup","United Kingdom, Germany, Russia, Ukraine, Czech Republic","English, Russian","monster, mystic, church, demon, witchcraft, dark fantasy",8592118,0.24838369249318587,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
9522,5.427,274,2007-01-26,6340723,98,False,15000000,en,9.834,"Drama, Fantasy, Horror, Romance","Daniel Bobker Productions, Berrick Filmproduktion, Blood & Chocolate Productions Ltd, Lakeshore Entertainment, Metro-Goldwyn-Mayer","Romania, Germany, United Kingdom, United States of America","English, Polish, Portuguese","based on novel or book, chocolate, werewolf, woman director, interspecies romance, animal horror, based on young adult novel",-8659277,-1.3656608244832649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
9523,5.208,274,1994-06-10,43,116,False,40,en,9.416,"Action, Comedy, Drama, Western",Castle Rock Entertainment,United States of America,English,"gold, birthday, nevada, treasure hunt, friendship bracelet, cowboy",3,0.06976744186046512,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
9534,6.062,274,2013-11-06,5586646,113,False,5112027,fr,6.256,Comedy,"Site 4 View Productions, Little Bear, Pathé, France 2 Cinéma, Alvy Développement",France,"French, Hungarian",,474619,0.08495598253406426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9541,5.005,274,2006-03-04,7314027,107,False,17000000,en,14.119,"Comedy, Drama","Depth of Field, Universal Pictures",United States of America,"English, Mandarin","usa president, musical, image campaign, singing competition, sleeper agent",-9685973,-1.324300963067268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
9549,7.128,273,1989-09-01,6706368,91,False,160000,en,6.411,"Documentary, History, Comedy","Dog Eat Dog Films, Warner Bros. Pictures",United States of America,English,"capitalism, economics, unemployment, corporate greed",6546368,0.9761420786929677,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9552,6.932,273,2008-09-05,3500000,103,False,1400000,hi,8.117,"Drama, Thriller",UTV Motion Pictures,India,Hindi,"police, bomb, al qaeda, bomb threat",2100000,0.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
9554,7.222,273,2014-10-17,58293,105,False,5000000,en,10.071,"Music, Drama, Comedy","Amberdale Productions, Unified Pictures, Tee Rob Pictures, Dog Pond Productions",United States of America,English,"parent child relationship, rock band, mourning, grieving father, reflective, sympathetic",-4941707,-84.77359202648688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
9557,7.738,273,2002-11-02,7338987,129,False,5000000,ja,14.765,"Drama, Romance, History","Shochiku, Sumitomo Corporation, Hakuhodo, Nippan Group Holdings, Eisei Gekijo, Nippon Television Network Corporation",Japan,Japanese,"daughter, samurai, based on novel or book, sword, mission of murder, teacher, sword fight, honor, period drama, historical, widower, jidaigeki, feudal japan, 19th century, factual, bushi, earnest, sincere",2338987,0.3187070640675614,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
9563,5.266,273,2002-06-21,144008,101,False,250000,en,13.039,"Crime, Drama, Thriller","Two Left Shoes Films, Blockbuster Films, DEJ Productions, Peninsula Films",United States of America,English,"rape, necrophilia, gay club, biography, murder, serial killer, male masturbation, drugged drink",-105992,-0.7360146658518971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
9568,7.507,273,1964-09-24,6800000,133,False,5800000,en,15.057,"War, Thriller","Les Productions Artistes Associés, Les Films Ariane, Dear Film, United Artists","France, Italy, United States of America","German, English","france, paris, france, nazi, world war ii, painting, artwork, hijacking of train, train crash, french resistance, black and white, art thief, art theft",1000000,0.14705882352941177,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9570,5.707,273,2006-11-17,4630045,84,False,4000000,en,12.524,"Comedy, Crime",Universal Pictures,United States of America,English,"loss of loved one, vulgar, condom, parole board, alcohol abuse",630045,0.1360775111257018,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9571,6.661,273,2007-11-02,9411042,106,False,27000000,en,8.388,"Comedy, Drama","New Line Cinema, Hannah Rachel Production Services, Meradin Zweite Productions",United States of America,English,"underdog, adoption, adoptive father, education, childhood trauma, alienation, alien",-17588958,-1.8689703010569925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
9572,7.742,273,2006-04-21,7978917,90,False,634793,es,13.875,"Animation, Comedy, Family","Huevocartoon Producciones, Fondo de Inversión y Estímulos al Cine (FIDECINE), Videocine",Mexico,Spanish,,7344124,0.9204412077478685,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9575,4.996,272,2009-05-22,1007962,77,False,1700000,en,13.234,Drama,"Magnolia Pictures, 2929 Productions, Extension 765",United States of America,"English, French","new york city, las vegas, escort girl, economic crisis, personal trainer",-692038,-0.6865715175770515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9576,5.399,272,2001-05-31,38400000,94,False,60000000,en,21.576,"Action, Comedy, Crime",Metro-Goldwyn-Mayer,United States of America,English,"businessman, master thief, thief, ring",-21600000,-0.5625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
9577,6.619,272,2003-07-11,9439660,98,False,17000000,en,10.789,"Drama, Crime, Thriller","Jerry Bruckheimer Films, Touchstone Pictures","Ireland, United Kingdom, United States of America",English,"police, journalism, dublin, ireland, based on true story, drug scene, murder, drug lord, 1990s",-7560340,-0.8009123209946121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
9579,5.375,272,1991-02-15,52487045,97,False,23000000,en,9.793,Comedy,Universal Pictures,United States of America,English,"love of one's life, kingdom, love at first sight, kiss, lovers, royal family, fish out of water, king, double",29487045,0.5617966300065093,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9580,6.45,272,2012-03-14,29193330,148,False,27563396,fr,8.813,Drama,"LGM Productions, StudioCanal",France,"French, Italian, Arabic, English","musical, biography",1629934,0.05583241103361624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9587,5.982,272,2016-04-29,21256,93,False,16500000,en,9.594,"Thriller, Drama, Action, Mystery","WWE Studios, PenLife Media, PalmStar Media",United States of America,English,"gun, based on comic, gun battle, young daughter, cop parent, dead widow",-16478744,-775.2514113662024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
9589,5.585,272,1999-02-11,36850101,94,False,65000000,en,12.304,"Comedy, Drama, Family, Science Fiction",Walt Disney Pictures,United States of America,English,"alien, martian, fish out of water",-28149899,-0.7639028994791629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
9595,7.847,271,1962-05-23,2500000,106,False,500000,en,9.994,Drama,Playfilm Productions,United States of America,English,"blindness and impaired vision, deaf-mute, education, biography, historical figure, teacher, tutor, teacher student relationship, tantrum, railway station, sign languages, institution, 19th century, female teacher, blind child, deaf girl, deafness",2000000,0.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9596,7.181,271,2007-09-27,17804565,122,False,3800000,de,11.328,Drama,"Filmstiftung Nordrhein-Westfalen, Anka Film, Dorje Film, FilmFörderung Hamburg, NDR, Kulturelle Filmförderung Schleswig-Holstein, FFA, Die Beauftragte der Bundesregierung für Kultur und Medien, nordmedia","Germany, Turkey","English, German, Turkish","prison, dying and death, mother, funeral, germany, loss of loved one, release from prison, homeland, women's prison, turkey, stepmother, bremen",14004565,0.786571589926516,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9598,5.452,271,2002-05-10,7775138,100,False,25000000,en,21.929,Thriller,"Noelle Entertainment Limited, The Montecito Picture Company","United Kingdom, United States of America",English,"bondage, obsession, mountaineer, love",-17224862,-2.215377013244009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9601,5.908,271,1992-05-01,5430822,90,False,7000000,en,11.513,"Action, Crime, Horror","Challenge Film Corporation, Entertainment, Muse Productions, XYZ Funding N.V.",United Kingdom,English,"london, england, pollution, dystopia, coffee, flooding, strip club, futuristic, serial killer, cyberpunk, creature, police detective",-1569178,-0.2889393171052191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
9609,6.676,271,2010-10-01,12629471,113,False,7200000,en,13.604,"Comedy, Drama, History","Audley Films LLP, BBC Film, BMS Finance, HanWay Films, Lipsync Productions, Number 9 Films, UK Film Council",United Kingdom,English,"strike, based on true story, essex, labor strike, machinist, aftercreditsstinger, duringcreditsstinger, discrimination, government minister, 1960s, women's rights, sexual discrimination",5429471,0.42990486299861647,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
9613,6.745,271,1970-06-24,24911670,121,False,18000000,en,8.979,"War, Comedy","Paramount, Filmways Productions",United States of America,"English, Italian","island, based on novel or book, world war ii, bomber, american",6911670,0.27744707600895485,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9618,6.185,271,2016-07-08,9420546,90,False,60000000,en,15.142,"Adventure, Animation, Comedy, Family, Music","Dream Factory Group, Reel FX Creative Studios, Mandoo Pictures, Eracme Entertainment, Summit Entertainment, Huayi Brothers Pictures, Tencent Pictures","China, United States of America",English,"naivety, rock 'n' roll, guitar, musician, village, anthropomorphism, dog, mastiff",-50579454,-5.369057589655632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9621,5.7,271,2017-08-25,7125027,103,False,31000000,en,22.258,"Action, Drama","Groundswell Productions, Kylin Pictures, WWE Studios, Good Universe","China, United States of America","Mandarin, English","kung fu, biography",-23874973,-3.350860705510309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9623,4.93,270,2004-07-23,28283637,95,False,57000000,en,14.012,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","Working Title Films, Tracy Films, StudioCanal, Universal Pictures","France, United Kingdom",English,"secret organization, golden gate bridge, locker, oil rig , teenage hero, soaked clothes, thunderbirds",-28716363,-1.0152995175266886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
9633,6.343,270,2021-09-24,19200000,137,False,27500000,en,14.564,Drama,"Universal Pictures, Marc Platt Productions, Perfect World Pictures, dentsu","Japan, United States of America",English,"high school, suicide, letter, musical, based on play or musical, grief, teenage boy, guilt, mental illness, mental health, emotional vulnerability, social anxiety, mother son relationship, gaslighting",-8300000,-0.4322916666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9638,7.119,270,1949-11-18,9470000,100,False,1728000,en,10.633,"Comedy, Drama, Romance",Metro-Goldwyn-Mayer,United States of America,English,"husband wife relationship, marriage, lawyer, singing, courtroom, prosecutor, subway station, grapefruit, afi",7742000,0.8175290390707497,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
